396,266.19,305.53,314.12,88.355,202.702,186.31,158.2,340.72,351.819,236.92,272.776,150.392,159.06,288.45,153.776,218.89,219,368.94,308.31,228.26,214.18,211.91,250.06,196.92,276.21,433.563,227.99,411,416.82,356.27,196.2702,351.4,421.85,343.56,284.08,236.36,253.3,442.11,525.33,809.725,781.73,326.55,765.55,572.51,620.97,250,535.813,235.71,325.45,421.09,509.03,570.42,264.38,338.08,225.29,286.08,1040.49,858.35,523.45,317.02,368.05714,274.68,237.48,318.71,303.17,175.65,235.6,402.15,315.67,225.11,304.2,221.43
287.79,304.31,328.53,299.7,98.08,272.47,195.5,184.64081,349.82,483.34,207.422,235.6,151.245,222.51,212.11,89.654,121.1,95.458,268.58,249.58,264.27,202.95,268.52,313.86,322.54,320.22,392.26,217.16,311.22,334.58,301.82,315.41,257.83,351.7,266.61,188.79,267.21,204.65,332.12,525.29,559.94,733.63,323.8,696.87,717.86,436.51,264.85,361.44,211.76,235.94,328.38,411.87,447.05,114.89,222.14,152.078,234.65,998.72,812.75,452.44,210.36,369.1,237.34,196.59,262.09,296.83,149.63,262.082,144.686,296.28,139.82,379.15,216.24
385.23,302.46,231.03,279.18,147.64,227.49,178.08,236.22,265.49,437.76,134.56667,246.459,192.6,165.71,141.79,93.148,127.2,112.91,180.8125,376.02,256.55,284.65,218.52,355.62,342.72,420.95,344.36,299.96,166.24,259.73,215.38,360.66,330.88,322.36,228.04,158.9,213.06,219.88,321.65,525.87,428.04,692,407.19,662.9,557.51,376.59,236.28,281.04,262.94,312.98,235.47,186.33,243.07,179.24,200.587,65.218,227.55,572.33,564.73,440.59,147.51,378.62,222.62,241.61,231.05,285.03,129.423,359.85,299.47,282.11,152.48,229.44,189.18
282.74,292.47,197.6,201.55,182.02,274.86,160.88,200.92,185.18,176.71,238.975,269.82,128.24,84.922,154.88,75.108,115.16,107.469,266.97143,218.89,184.03,200.45,195.7,375.33,352.21,288.49,366.84,219.44,246.29,375.49,234.62,365.02,548.21,290.43,295.28,188.19,206.03,242.82,421.45,486.58688,548.9,803.38,338.38,762.79,517.72,306.18,191.49,266.15,233.565,232.083,353.27,162.79,221.72,166.16,74.425,71.024,234.27,381.84,498.3,776.79,147.94,556.31,199.83,183.31,194.853,275.01,175.26,347.19,250.484,179.158,152.33,366.39,238.87
243.02,257.79,201.5,206.15,178.95,263.57,200.8,239.2,220.7,254.14,193.26667,210.95,143.59,75.185,167.05,75.748,109.258,129.182,301.475,196.91,168.93,202.01,241.81,284.58,486.15,210.24,169.87,366.58,124.14,329.35,295.63,375.37,665.98,303.24,221.28,197.18,154.02,270.12,296.5,486.52564,517.66667,445.39,330.41,765,410.34,380.31,198.7,259.26,197.94,271.63,347.1,208.8,261.32,158.41,93.83,98.777,201.75,302.37,486.85,869.02,136.24,544.15,206.27,192.83,132.092,304.15,195.75,329.92,99.291,142.1,161.43,339.55,217.85
220.28,217.26,209.23,235.01,174.37,297.73,226.33,262.28,234.74,10.44,196.54164,142.8,145.31,79.915,174.92,74.678,108.697,130.39,312.775,259.26,156.82,177.28,245.65,376.12,279.17,189.64,261.47,216.73,121.986,315.17,300.99,406.31,643.46,346.45,124.79,211.02,122.544,257.92,281.37,397.42,317.95,339.68,276.71,800.26,454.1,378.33,186.05,389.79,177.52,218.54,291.39,149.26,229.57,180.23,83.353,74.193,209.5,376.3,269.73,572.99,139.71,582.43,225.49,187.74,216.276,238.51,155.56,375.25,82.213,133.24,168.88,263.2,144.13
173.65,224.49,204.86,317.74,179.3,241.01,262.62,358.82857,230.94,395.62,174.45631,252.75,147.58,114.405,160.71,67.065,122.01,130.85,346.88333,221.53,161.91,193.46,250.57,352.75,330.3,193.69,328.35,228.38,181.35,297.01,453.38,378.93,646.23,353.36,133.7,219.91,131.81,204.81,274.76,545.08,533,293.28,392.94,786.78,351.11,347.42,148.81,523.54,208.22,313.61,119.35,135.11,226,176.7,70.516,82.119,170.99,381.87,528.54,630.03,147.91,319.64286,223.2,177.74,157.334,274.48,106.415,435.37,82.586,120.21,172.14,243.66,152.06
322.65,315.31,207.5,367.32,213.47,245.37,247.75,282.88,279.14,226.7,145.42,185.61,169.58,169.764,145.34,69.865,118.81,127.94,340.03,322.7,175.11,215.36,290.64,320.16,287.08,193.43,387.52,211.3,167.62,591.5,369.63333,304.15,613.59,294.15,211.67,104.585,201.535,277.56,291.04,336.89211,792.64129,273.69,522.69,786.56,350.71,220.19,152.8,213.13,90.507,349.37,133.698,214.43,245.73,190.18,80.346,124.177,159.71,275.19,710.6,713.33,150.25,259.1,221.15,181.94,212.8,162.48,110.665,369.35,86.272,130.72,262.98,157.31,169.51
268.6,357.67,210,405.99,191.3,347.66,167.64,261.84,388.07,230.96667,186.0125,377.68,184.11,198.225,175.31,81.529,143.31,162.69,290.21,194.25,180.17,215.05,298.23,362.47,327.71,186.05,459,216.07,161.98,298.72,378.35,307.71,531.2,338.62,139.98,138.909,141.846,234.12,299.54,271.06,625,274.7,520.28,740.14,253.23,274.75,185.47,188.36,94.289,131.103,126.847,228.83,305.65,179.83,101.795,136.466,150.8,302.94,266.47,1095.65,158.12,442.16667,522.75,176.53,144.091,163.23,60.221,352.36,98.1,148.78,229.87,131.41,210.22
232.45,334.77,267.19,429.53,193.02,343.74,140.79,177.68,363.28,250.46667,145.3,253.53,194.04,112.501,170.65,69.41,139.11,116.42,436.01667,220.85,181.33,192.76,304.87,383.44,338.3,182.19,431.43,198.78,162.656,470.4,268.52,278.44,519.75,260.46,139.04,187.68,123.986,237.98,255.4,370.12,889.1,249.21,440.16,696.85,301.5,210.13,195.7,195.74,129.436,149.71,153.89,345.06,236.84,186.73,101.33,116.688,166.41,301.64,287.72,1108.02,151.46,276.7,792.1,182.5,101.589,161.63,69.43,393.47,100.036,125.614,236.63,140.18,197.84
