396,266.19,305.53000000000003,314.12,88.355,202.702,186.31,158.20000000000002,340.72,351.819,236.92000000000002,272.776,150.392,159.06,288.45,153.776,218.89000000000001,219,368.94,308.31,228.26,214.18,211.91,250.06,196.92000000000002,276.21,433.563,227.99,411,416.82,356.27,196.27020000000002,351.40000000000003,421.85,343.56,284.08,236.36,253.3,442.11,525.33,809.725,781.73,326.55,765.5500000000001,572.51,620.97,250,535.813,235.71,325.45,421.09000000000003,509.03000000000003,570.42,264.38,338.08,225.29,286.08,1040.49,858.35,523.45,317.02,368.0571428571429,274.68,237.48000000000002,318.71,303.17,175.65,235.6,402.15000000000003,315.67,225.11,304.2,221.43
287.79,304.31,328.53000000000003,299.7,98.08,272.47,195.5,184.6408079552252,349.82,483.34000000000003,207.42199999999997,235.6,151.245,222.51,212.11,89.654,121.10000000000001,95.45799999999998,268.58,249.58,264.27,202.95000000000002,268.52,313.86,322.54,320.22,392.26,217.16,311.22,334.58,301.82,315.41,257.83,351.7,266.61,188.79,267.21,204.65,332.12,525.29,559.94,733.63,323.8,696.87,717.86,436.51,264.85,361.44,211.76,235.94,328.38,411.87,447.05,114.89,222.14000000000001,152.078,234.65,998.72,812.75,452.44,210.36,369.1,237.34,196.59,262.09000000000003,296.83,149.63,262.082,144.686,296.28000000000003,139.82,379.15000000000003,216.24
385.23,302.46,231.03,279.18,147.64000000000001,227.49,178.08,236.22,265.49,437.76,134.56666666666666,246.459,192.6,165.71,141.79,93.148,127.2,112.91,180.8125,376.02,256.55,284.65000000000003,218.52,355.62,342.72,420.95,344.36,299.96,166.24,259.73,215.38,360.66,330.88,322.36,228.04,158.9,213.06,219.88,321.65000000000003,525.87,428.04,692,407.19,662.9,557.51,376.59000000000003,236.28,281.04,262.94,312.98,235.47,186.33,243.07,179.24,200.58700000000002,65.218,227.55,572.33,564.73,440.59000000000003,147.51,378.62,222.62,241.61,231.05,285.03000000000003,129.423,359.85,299.47,282.11,152.48,229.44,189.18
282.74,292.47,197.6,201.55,182.02,274.86,160.88,200.92000000000002,185.18,176.71,238.975,269.82,128.24,84.922,154.88,75.10799999999999,115.16,107.46900000000001,266.97142857142853,218.89000000000001,184.03,200.45000000000002,195.70000000000002,375.33,352.21,288.49,366.84000000000003,219.44,246.29,375.49,234.62,365.02,548.21,290.43,295.28000000000003,188.19,206.03,242.82,421.45,486.5868849097492,548.9,803.38,338.38,762.79,517.72,306.18,191.49,266.15,233.565,232.083,353.27,162.79,221.72,166.16,74.425,71.024,234.27,381.84000000000003,498.3,776.79,147.94,556.3100000000001,199.83,183.31,194.85299999999998,275.01,175.26,347.19,250.484,179.15799999999996,152.33,366.39,238.87
243.02,257.79,201.5,206.15,178.95000000000002,263.57,200.8,239.20000000000002,220.70000000000002,254.14000000000001,193.26666666666665,210.95000000000002,143.59,75.185,167.05,75.74799999999999,109.258,129.182,301.475,196.91,168.93,202.01,241.81,284.58,486.15000000000003,210.24,169.87,366.58,124.14,329.35,295.63,375.37,665.98,303.24,221.28,197.18,154.02,270.12,296.5,486.52564256559674,517.6666666666666,445.39,330.41,765,410.34000000000003,380.31,198.70000000000002,259.26,197.94,271.63,347.1,208.8,261.32,158.41,93.83,98.77700000000002,201.75,302.37,486.85,869.02,136.24,544.15,206.27,192.83,132.09199999999998,304.15000000000003,195.75,329.92,99.291,142.1,161.43,339.55,217.85
220.28,217.26,209.23000000000002,235.01,174.37,297.73,226.33,262.28000000000003,234.74,10.44,196.54163991992314,142.8,145.31,79.915,174.92000000000002,74.678,108.697,130.39000000000001,312.77500000000003,259.26,156.82,177.28,245.65,376.12,279.17,189.64000000000001,261.47,216.73000000000002,121.98599999999999,315.17,300.99,406.31,643.46,346.45,124.79,211.02,122.54400000000001,257.92,281.37,397.42,317.95,339.68,276.71,800.26,454.1,378.33,186.05,389.79,177.52,218.54,291.39,149.26,229.57,180.23,83.35300000000001,74.19300000000001,209.5,376.3,269.73,572.99,139.71,582.4300000000001,225.49,187.74,216.27599999999998,238.51,155.56,375.25,82.213,133.24,168.88,263.2,144.13
173.65,224.49,204.86,317.74,179.3,241.01,262.62,358.82857142857137,230.94,395.62,174.45631214808196,252.75,147.58,114.405,160.71,67.065,122.01,130.85,346.88333333333327,221.53,161.91,193.46,250.57,352.75,330.3,193.69,328.35,228.38,181.35,297.01,453.38,378.93,646.23,353.36,133.7,219.91,131.81,204.81,274.76,545.08,533,293.28000000000003,392.94,786.78,351.11,347.42,148.81,523.54,208.22,313.61,119.35000000000001,135.11,226,176.70000000000002,70.516,82.119,170.99,381.87,528.54,630.03,147.91,319.64285714285717,223.20000000000002,177.74,157.334,274.48,106.415,435.37,82.586,120.21000000000001,172.14000000000001,243.66,152.06
191.16,312.22,206,365.04,185.64000000000001,217,267.75,299.19,234.28,249.13,164.375,196.45000000000002,156.66,101.48200000000001,174,87.55,115.36,148.51,329.32,234.49,188.56,194.27,257.59000000000003,341.62,460.1,194.86,372.01,211.52,191.49,305.61,415.46000000000004,203.66,610.98,313.42,144.07,173.11,108.953,327,270.37,407.8105452591121,886.9250000000001,291.49,761.38,809.71,296.43,297.90000000000003,174.88,257.66,78.883,134.41,115.28200000000001,329.96,281.06,164.78,82.842,77.29400000000001,157.49,357.61,526.75,758.12,188.15,457.4142857142857,220.33,185.93,280.66,157.15,100.165,400.04,131.384,121.06,221.87,175.51,154.07
322.65000000000003,315.31,207.5,367.32,213.47,245.37,247.75,282.88,279.14,226.70000000000002,145.42000000000002,185.61,169.58,169.76399999999998,145.34,69.865,118.81,127.94,340.03000000000003,322.7,175.11,215.36,290.64,320.16,287.08,193.43,387.52,211.3,167.62,591.5,369.6333333333334,304.15000000000003,613.59,294.15000000000003,211.67000000000002,104.58500000000001,201.535,277.56,291.04,336.89210756127966,792.6412907484869,273.69,522.69,786.5600000000001,350.71,220.19,152.8,213.13,90.50700000000002,349.37,133.698,214.43,245.73000000000002,190.18,80.34599999999999,124.17699999999999,159.71,275.19,710.6,713.33,150.25,259.1,221.15,181.94,212.8,162.48,110.665,369.35,86.272,130.72,262.98,157.31,169.51
268.6,357.67,210,405.99,191.3,347.66,167.64000000000001,261.84000000000003,388.07,230.96666666666664,186.01250000000002,377.68,184.11,198.225,175.31,81.529,143.31,162.69,290.21,194.25,180.17000000000002,215.05,298.23,362.47,327.71,186.05,459,216.07,161.98,298.72,378.35,307.71,531.2,338.62,139.98,138.90900000000002,141.84600000000003,234.12,299.54,271.06,625,274.7,520.28,740.14,253.23000000000002,274.75,185.47,188.36,94.289,131.103,126.84700000000001,228.83,305.65000000000003,179.83,101.795,136.46599999999998,150.8,302.94,266.47,1095.65,158.12,442.1666666666667,522.75,176.53,144.09099999999998,163.23,60.221000000000004,352.36,98.10000000000001,148.78,229.87,131.41,210.22
