343.56,266.61,228.04,295.28,221.28,124.79,133.7,144.07,211.67,139.98,139.04,165.74,235.59,272.19,229.06,147.77,150.06,178.97,137.98889,138.85,142.34,129.5
284.08,188.79,158.9,188.19,197.18,211.02,219.91,173.11,104.585,138.909,187.68,122.328,93.123,96.064,106.39,102.286,85.428,89.427,90.64667,89.504,83.7,127.238
236.36,267.21,213.06,206.03,154.02,122.544,131.81,108.953,201.535,141.846,123.986,118.996,126.94,135.562,135.71,128.33,183.642,249.28,194.1,135.37,125.94,183.16
253.3,204.65,219.88,242.82,270.12,257.92,204.81,327,277.56,234.12,237.98,223.69,238.15,215.05,193.84,199.1,220.2,212.86,202.44444,206.36,203.12,162.66
442.11,332.12,321.65,421.45,296.5,281.37,274.76,270.37,291.04,299.54,255.4,250.1,214.35,213.66,242.09,234.67,212.47,253.47,273.33,250.09,242.11,258.7
525.33,525.29,525.87,486.58688,486.52564,397.42,545.08,407.81055,336.89211,271.06,370.12,476.03,477.3,329.57,378.5,387.88,383.5,419.54,324.76,370.77,243.49,247.296
809.725,559.94,428.04,548.9,517.66667,317.95,533,886.925,792.64129,625,889.1,761.85,571.5,420.3,861.375,926.3,614.64286,551.74,537.25,401.45,513.5,474.65673
781.73,733.63,692,803.38,445.39,339.68,293.28,291.49,273.69,274.7,249.21,234.44,228.72,197.87,250.61,464.1,445.25,549.73,369.94,304.49,210.11,159.98
326.55,323.8,407.19,338.38,330.41,276.71,392.94,761.38,522.69,520.28,440.16,505.26,429.96,411.24,555.96,426.89,454.16,372.87,454.66,438.41,373.18,367.17
765.55,696.87,662.9,762.79,765,800.26,786.78,809.71,786.56,740.14,696.85,760.97,594.66,700.9525,789.54,782.63,798.18,819.57,830.1,770.87,721.23,704.9
572.51,717.86,557.51,517.72,410.34,454.1,351.11,296.43,350.71,253.23,301.5,367.09,282.13,349.52,356.81,299.28,260.58,252.55,247.76,213.57,319.38,455.67
620.97,436.51,376.59,306.18,380.31,378.33,347.42,297.9,220.19,274.75,210.13,401.01,588.78,613.75,754.31,376.86,311.77,193.57,193.14,161.45,188.14,242.83
250,264.85,236.28,191.49,198.7,186.05,148.81,174.88,152.8,185.47,195.7,198.64,205.5,475.31421,745.9,745.9,817.44896,745.9,745.9,437.75556,219.56,214.77
535.813,361.44,281.04,266.15,259.26,389.79,523.54,257.66,213.13,188.36,195.74,178,180.27,221.01,198.56,241.16,549.87,616.98,430.8,262.09,221.91,197.95
235.71,211.76,262.94,233.565,197.94,177.52,208.22,78.883,90.507,94.289,129.436,93.358,133.773,162.129,142.306,114.08,115.716,136.362,158.371,119.1,176.383,100.164
325.45,235.94,312.98,232.083,271.63,218.54,313.61,134.41,349.37,131.103,149.71,137.07,159.38,261.49,287.83,167.42,158.28,154.67,193.75,165.97,211.76,161.03
421.09,328.38,235.47,353.27,347.1,291.39,119.35,115.282,133.698,126.847,153.89,119.733,198.236,161.42,215.4,104.853,121.093,119.267,332.73,235.01,144.35,161.33
509.03,411.87,186.33,162.79,208.8,149.26,135.11,329.96,214.43,228.83,345.06,188.85,178.61,269.61,200.76,249.07,181.77,258.85,303.01,179.32,270.08,495.7
570.42,447.05,243.07,221.72,261.32,229.57,226,281.06,245.73,305.65,236.84,240.32,202.92,243.88,240.47,203.86,401.78,370.47,215.04444,240.29,227.17,233.14
264.38,114.89,179.24,166.16,158.41,180.23,176.7,164.78,190.18,179.83,186.73,238.29,282.78,414.6,328.1,182.32,145.25,148.47,172.18889,216.93,157.29,159.4
338.08,222.14,200.587,74.425,93.83,83.353,70.516,82.842,80.346,101.795,101.33,91.676,93.437,111.679,81.74,87.339,88.645,127.63,211.685,122.239,67.513,63.886
225.29,152.078,65.218,71.024,98.777,74.193,82.119,77.294,124.177,136.466,116.688,63.118,71.861,277.459,356.12,387.25,326.3,213.11,183.01444,86.581,83.322,101.068
286.08,234.65,227.55,234.27,201.75,209.5,170.99,157.49,159.71,150.8,166.41,174.6,170.57,136.42,143.46,147.38,115.81,234.48,240.74,180.55,248.87,178.23
1040.49,998.72,572.33,381.84,302.37,376.3,381.87,357.61,275.19,302.94,301.64,323.12,372.93,338.13,284.07,315.08,309.69,305.47,383.32,323.49,318.3,369.77
858.35,812.75,564.73,498.3,486.85,269.73,528.54,526.75,710.6,266.47,287.72,273.7,290.4,287.78,276.68,322.16,311.8,331.33,285.35,306.07,293.77,322.51
523.45,452.44,440.59,776.79,869.02,572.99,630.03,758.12,713.33,1095.65,1108.02,1033.32,1275.7,1268,1260.16,1118.72,1082.67,1107.4,1173.8,1022.53,1096.85,1321.2
317.02,210.36,147.51,147.94,136.24,139.71,147.91,188.15,150.25,158.12,151.46,157.54,166.41,190.41,166.49,175.95,157.93,144.06,146.58,159.56,162.05,154.46
368.05714,369.1,378.62,556.31,544.15,582.43,319.64286,457.41429,259.1,442.16667,276.7,395.575,643.5,343.12,342.73333,327.7,1165,466.26,503.01,653.475,458.93333,701.9
274.68,237.34,222.62,199.83,206.27,225.49,223.2,220.33,221.15,522.75,792.1,538.1,243.4,226.9,293.68,239.33,213.96667,230.65,245.26667,284.58,352.96667,265.8
237.48,196.59,241.61,183.31,192.83,187.74,177.74,185.93,181.94,176.53,182.5,185.63,181.4,206.68,194.98,212.61,212.12,208.68,225.33,228.57,185.01,191.13
318.71,262.09,231.05,194.853,132.092,216.276,157.334,280.66,212.8,144.091,101.589,117.723,123.401,123.78,130.6,128.682,134.37,252.96,201.984,179.488,113.949,204.899
303.17,296.83,285.03,275.01,304.15,238.51,274.48,157.15,162.48,163.23,161.63,173.21,177.55,163.27,148.85,170.23,174.46,202.97,175.08,177.23,170.46,330.63
175.65,149.63,129.423,175.26,195.75,155.56,106.415,100.165,110.665,60.221,69.43,73.52,82.55,77.521,70.689,101.301,61.675,76.915,87.11,70.654,92.378,82.095
235.6,262.082,359.85,347.19,329.92,375.25,435.37,400.04,369.35,352.36,393.47,360.32,368.09,356.95,386.06,397,407.09,389.99,376.13,380.36,424.31,447.87
402.15,144.686,299.47,250.484,99.291,82.213,82.586,131.384,86.272,98.1,100.036,121.147,90.679,87.526,107.546,98.958,88.199,101.625,96.793,94.764,95.036,166.511
315.67,296.28,282.11,179.158,142.1,133.24,120.21,121.06,130.72,148.78,125.614,123.5,181.3,134.21,166.11,175.97,134.51,172.62,299.67778,224.03,112.76,118.313
225.11,139.82,152.48,152.33,161.43,168.88,172.14,221.87,262.98,229.87,236.63,347.99,516.48,432.49,495.98,417.01,332.23,143.08,130.6,154.68,153.34,153.52
304.2,379.15,229.44,366.39,339.55,263.2,243.66,175.51,157.31,131.41,140.18,163.09,126.58,127.12,148.03,205.1,139.14,131.46,197.85,309.97,419.18,439.19
221.43,216.24,189.18,238.87,217.85,144.13,152.06,154.07,169.51,210.22,197.84,224.69,203.88,196.7,243.13,231.71,258.86,332.02,237.1,196.62,250.86,143.95
