396,287.79,385.23,282.74,243.02,220.28,173.65,191.16,322.65,268.6,232.45,229.6,226.87,226.59,242.29,292.84,250.68,240.41,248.47,311.26,239.65,275.35
266.19,304.31,302.46,292.47,257.79,217.26,224.49,312.22,315.31,357.67,334.77,294.98,306.59,307.2,331,300.36,271.34,282.03,228.32,282.57,245.67,245.36
305.53,328.53,231.03,197.6,201.5,209.23,204.86,206,207.5,210,267.19,219.43,264.91,229.59,247.32,229.8,208.83,221.83,225.28,214.32,272.15,206.91
314.12,299.7,279.18,201.55,206.15,235.01,317.74,365.04,367.32,405.99,429.53,397.72,450.47,434.24,474.76,444.72,427.6,415.06,419.37,435.33,408.5,389.26
88.355,98.08,147.64,182.02,178.95,174.37,179.3,185.64,213.47,191.3,193.02,182.23,176.97,334.37,380.31,180.76,178.99,127.342,133.77,156.47,127.349,144.09
202.702,272.47,227.49,274.86,263.57,297.73,241.01,217,245.37,347.66,343.74,338.91,382.84,290.4,243.11,244.84,223.72,219.83,226.28,207.57,276.05,260.06
186.31,195.5,178.08,160.88,200.8,226.33,262.62,267.75,247.75,167.64,140.79,165.1,176.45,191.12,227.73,247.88,247.79,226.79,228.1,223.65,217.26,178.69
158.2,184.64081,236.22,200.92,239.2,262.28,358.82857,299.19,282.88,261.84,177.68,269.07,263.56,335.63,373.67,308.21,310.47,298.84,253.64,212.8,220.8,234.36667
340.72,349.82,265.49,185.18,220.7,234.74,230.94,234.28,279.14,388.07,363.28,369.43,373.95,370.46,366.24,399.84,389.81,389.94,567.45,505.12,204.63,209.46
351.819,483.34,437.76,176.71,254.14,10.44,395.62,249.13,226.7,230.96667,250.46667,253.33333,360.575,231.95,252.9,251,361.04444,303.6,319.83,320.68,279.95,252.28
236.92,207.422,134.56667,238.975,193.26667,196.54164,174.45631,164.375,145.42,186.0125,145.3,168.78,171.05,162.74,175.03,182.41,185.4,184.48,156.654,228.56,391.09,179.55
272.776,235.6,246.459,269.82,210.95,142.8,252.75,196.45,185.61,377.68,253.53,275.59,174.315,223.88,230.9,219.2,220.28333,196.645,368.5,323.47143,282.36667,150.45
150.392,151.245,192.6,128.24,143.59,145.31,147.58,156.66,169.58,184.11,194.04,236.89,170.31,189.54,151.23,182.43,175.68,178.09,158.29,135.66,180.47,187.12
159.06,222.51,165.71,84.922,75.185,79.915,114.405,101.482,169.764,198.225,112.501,223.047,187.874,107.821,144.68,205.446,111.954,133.373,135.05,138.99,132.59,133.16
288.45,212.11,141.79,154.88,167.05,174.92,160.71,174,145.34,175.31,170.65,185.04,168.74,185.28,156.86,145.45,173.35,158.77,169.04,157.21,157.93,156.41
153.776,89.654,93.148,75.108,75.748,74.678,67.065,87.55,69.865,81.529,69.41,87.873,80.756,75.493,67.672,83.935,84.455,74.86,110.93556,118.64,89.88,78.599
218.89,121.1,127.2,115.16,109.258,108.697,122.01,115.36,118.81,143.31,139.11,155.65,137.43,154.42,169.17,181.8,175.29,189.57,161.97778,158.74,154.05,168.37
219,95.458,112.91,107.469,129.182,130.39,130.85,148.51,127.94,162.69,116.42,132.83,121.025,151.442,92.428,113.467,117.41,128.52,129.438,103.347,107.348,100.467
368.94,268.58,180.8125,266.97143,301.475,312.775,346.88333,329.32,340.03,290.21,436.01667,383.37,335.64,276.46,313.35,312.85,283.85,280.08,277.35556,306.81,344.27,345.79
308.31,249.58,376.02,218.89,196.91,259.26,221.53,234.49,322.7,194.25,220.85,264.84,262.26,267.55,294.45,307.94,302.22,205.76,240.61,768.45,852.33,874.62
228.26,264.27,256.55,184.03,168.93,156.82,161.91,188.56,175.11,180.17,181.33,174.22,180,180.93,156.46,174.04,163.37,157.61,165.42,163.08,165.73,163.59
214.18,202.95,284.65,200.45,202.01,177.28,193.46,194.27,215.36,215.05,192.76,205.27,179.13,193.67,211.51,197.92,189.58,197.92,195.09,209.6,188.11,202.95
211.91,268.52,218.52,195.7,241.81,245.65,250.57,257.59,290.64,298.23,304.87,315.19,312.99,324.76,287.2,328.31,447.38,489.7,406.03,423.6,400.24,428.35
250.06,313.86,355.62,375.33,284.58,376.12,352.75,341.62,320.16,362.47,383.44,403.43,383.07,476.49,414.45,344.48,301.09,291.24,318.21,284.64,298.98,296.89
196.92,322.54,342.72,352.21,486.15,279.17,330.3,460.1,287.08,327.71,338.3,501.86,527.63,439.86,399.33,390.07,291.38,317.08,373.04,369.64,358.57,287.5
276.21,320.22,420.95,288.49,210.24,189.64,193.69,194.86,193.43,186.05,182.19,206.1,217.28,286.71,277.64,233.06,199.77,201.94,197.09,193.53,194.4,189.65
433.563,392.26,344.36,366.84,169.87,261.47,328.35,372.01,387.52,459,431.43,457.48,440.08,389.91,366.03,395.68,395.83,368.49,299.62,296.23,292.79,319.28
227.99,217.16,299.96,219.44,366.58,216.73,228.38,211.52,211.3,216.07,198.78,232.27,237.07,259.35,252.2,323.46,263.94,230.52,307.15,276.72,215.01,226.65
411,311.22,166.24,246.29,124.14,121.986,181.35,191.49,167.62,161.98,162.656,242.19,201.67,173.81,136.49,138.91,144.908,146.26,154.64,165.89,157.1,152.55
416.82,334.58,259.73,375.49,329.35,315.17,297.01,305.61,591.5,298.72,470.4,318.9,335.92,298.02,294.27,261.3,310.16,290.64,312.44,351.37,426.46,245.93
356.27,301.82,215.38,234.62,295.63,300.99,453.38,415.46,369.63333,378.35,268.52,281.29,240.89,359.15,450.14,437.44,396.33,345.52,310.38,322.92,347.08,338.7
196.2702,315.41,360.66,365.02,375.37,406.31,378.93,203.66,304.15,307.71,278.44,266.58,332.74,382.27,263.93,276.57,261.25,294.65,261.93,243.37,261.76,250.07
351.4,257.83,330.88,548.21,665.98,643.46,646.23,610.98,613.59,531.2,519.75,601.72,548.03,576.07,580.56,549.22,596.62,547.46,548.57,542.94,512.05,578.64
421.85,351.7,322.36,290.43,303.24,346.45,353.36,313.42,294.15,338.62,260.46,309.25,249.72,265.36,276.36,282.76,292.23,304.38,275.64,253.77,260.26,288.85
