360,340,233.19636297994074,140,420,250,240,275,310,350,250,296.428640422416,380,390,330,260,260,290,380,300,355,280,240.6609238706542,300,200,120,290,290,290,290,260,350,340,290,310,340
350,350,260,200,410,270,230,272.26547424233644,290,310,250,296.9561901646691,350,390,330,250,270,310,380,304.14856627774714,330,280,241.54830940320446,290,200,110,280,270,280,290,260,330,350,340,300,340
360,340,210,200,410,260,210,265,330,324.2900916714552,240,293.1067948618941,400,390,360,255,280,290,380,300.0416986241029,350,290,241.85624994691943,291.2835353025089,220,140,280,270,280,290,260,350,330,320,310,320
350,360,210,200,420,256.6313818307892,240,270,340,310,250,296.56932198707443,380,390,360,235,290,300,350,290,365,280,245.6022596194951,280.2467016663972,160,150,290,250,290,290,250,340,350,370,290,340
350,350,220,210,400,260,230,250,340,300,250,298.2484620443409,370,400,350,260,280,290,370,290,350,280,250,280,204.09593454372683,140,285,280,280,300,260,340,360,340,315.1182520961863,320
340,350,280,200,435,270,210,250,290,310,250,294.3173212330875,400,390,340,256.40458373400816,320,290,380,310,360,280,246.55792277237052,270,200.72427370410068,130,280,270,280,280,250,360,340,325,300,340
330,340,230,200,380,250,220,270,290,300,250,295.0918452308755,350,400,350,240,306.3832324017544,270,350,290,330,310,240,280,200,110,305,280,290,290,230,310,330,350,310,330
350,350,260,200,400,270,210,280,340,320,260,295.81946135911676,360,390,350,260,302.9662355398583,310,380,310,340,300,239.5198664806893,270,200,110,298.59530816578314,260,250,300,242.15212448386157,340,330,260,300,320
350,350,240,200,389.9414168399097,270,210,276.20745591561575,330,310,280,310,350,380,340,275,299.8469213197055,350,380,290,345,310,236.59636797878264,280,240,130,325,280,260,320,238.65640485409804,350,340,270,310,330
341.80040661605733,380,210,200,390,290,190,260,320,297.5074434977818,330,297.8227938467818,360,380,340,255,310,320,390,290,330,300.02122157346946,242.12899978189412,290,170,140,305,260,270,300,230,340,300,290,330,340
330,360,250,200,390,260,200,270,320,291.06598259660166,330,295,390,380,340.54928676929285,260,290,330,370,290,375,300,239.19937946617574,280,210,150,305,280,280,290,250,370,310,270,299.54310091459394,340
360,370,260,200,400,280,200,270,320,300,250,293.02333172530314,350,400,340,290,340,270,370,290,320,290,240.17995651056526,270,210,160,250,300,280,300,260,360,320,275,297.63584752331604,365
340,370,230,200,420,300,190,360,340,290,250,290,360,400,340,250,320,300,390,300,350,290,230,260,260,140,275.5903675697692,260,270,300,260,340,330,310,308.75613463027395,345
350,360,290,200,420,260,200,360,340,280,240,280,364.9978757461268,390,350,270,250,310,360,310,333.22239967025587,300,248.43927417073704,300,250,150,270,270,270,320,250,350,350,300,290,320
350,360,240,210,400,275.0893005318043,210,280,340,280,260,292.6872912217713,380,400,347.4282025664777,250,290,320,364.96727340480635,300,295,290,245.53412668944816,260,250,160,250,280,250,290,240,335,330,360,290,340
340,370,270,200,400,265.8656688678749,210,260,320,260,300,283.0091060111059,345,390,360,260,250,340,353.0088137450691,292.82488887737475,290,290,250,259.182055483054,230,170,250,260,250,290.69925786079375,250,340,320,275,287.8058512581025,315
348.9474879788384,350,270,200,410,274.7409598591742,230,240,360,270,250,291.536474758964,360,400,350,263.64375793776924,310,300,359.2437594271599,304.04926072757,370,270,249.12908549792874,266.3500391643503,240,140,190,270,280,298.41309095603737,256.1870912777943,350,250,300,280,300
350,360,270,200,400,270.98435524789977,211.72065050054155,240,350,278.45462461295824,400,287.33116315569345,374.04871498794563,400,350,261.105633513761,275.6426069128086,310,353.13059862073754,300,328.35598075345047,300,247.86298033776228,260,220,140,230,290,268.6735892990106,300,280,360,290,340,300,310
340,370,272.502517968742,210,410,271.72778658606796,214.74767333073672,270,340,290,400,285,390,400,348.6813744407619,263.17467773604386,250,310,351.99056930527934,310,332.47831732795225,260,251.24741877997164,250,270,150,220,290,272.93362256970767,290,240,330,320,340,310,300
360,380,270.81370981292895,200,400,266.91624588320394,210,250,350,290,260,290,380,400,340,259.7284938906762,320,330,310,299.85177539833035,331.6872398208411,256.1635123339658,249.0638116264017,260,250,140,230,260,270,290,260,320,330,330,299.781813417095,325
340,370,260,196.00359927609097,400,267.16957684467036,213.75558739464603,300,360,290,280,290,380,410,340,261.31953695955343,250,310,345.84195059103837,290,336.3447374226834,250,251.76842137473483,280,250,140,240,250,290,260,250,340,310,325.783914727193,310,310
320,350,260,180,400,268.2007524328731,200,257.6517358134517,360,290,250,280,410,400,330,263.59339118161455,250,320,347.5447907149465,290,341.90592858108886,249.89668783247353,254.910639779697,250,210,150,240,260,270,260,250,360,320,300,290,310
340,370,300,180,410,265.3915244339873,210,250,350,300,240,240,360,400,330,261.86441961956757,250,290,360,298.6924631425918,343.4947105674362,244.50800936548222,253.708637419783,240,230,140,250,290,274.23799922375673,270.39665021496614,240,225,330,310,311.7140801394823,308.54668837648137
310,380,265.2934348785743,180,390,260.79878398258677,210,250,350,310,260,258.97050093450156,350,400,350,258.1221246845193,250,330,350,293.23255768266984,342.9101200015029,200,250.05572422188635,250,240,140,240,270,270,250,254.09741169802376,220,290,317.2092817198337,311.6767698887479,302.7919761093692
360,360,255.96097332768815,200,420,253.68166147265677,220,230,350,310,260,241.7878730089207,366.7332765505094,400,340,251.55824804698787,250,380,310,290,339.1534327624778,250,243.04744937231223,270,220,150,260,250,270,280,250,235,300,304.86145513522297,308.4443211975429,293.8952386778443
320,370,250,200,380,269.53715942678843,219.08338585676776,256.8712940411469,360,320,260,247.51823244348967,379.27686821569273,400,341.05811412791314,267.6024035060977,300,310,370,300,357.4637968581561,250.51792207503092,258.0172341859717,270,240,140,230,260,270,270,270,345,280,330,327.01001139764867,315
350,360,260,194.89577644959647,400,270,213.76527625503132,250.2072529142851,380,300,250,250,371.32500336835204,390,334.9934877584751,260,260,310,360,291.256248289421,355.43643949356397,270,260,280,220,140,260,260,240,270,250,360,330,310,324.72319701807737,301.01626383777165
