.0247,.2164,.1066,.0247,.0666,.0247,.6114,.0247,.2038,.1125,.2334,.1346,.9552,.3,.1224
.0247,.7202,.0596,.0247,.1322,.0247,.1366,.0247,.0846,.1136,.1314,.1246,.2422,.1724,.0632
.0247,.0396,.128,.0247,.624,.0247,.1214,.0247,.0588,.5548,.3844,.1128,.1488,.1684,.048
.0247,.043,.0638,.1172,.4956,.0247,.1102,.0247,.0508,.2244,.1316,.111,.1254,.1604,.047
.0247,.0638,.0592,.158,.3466,.0247,.1136,.0247,.075,.2534,.2136,.1474,.111,.1636,.0482
.0247,.1516,.0562,.3386,.2278,.0247,.1124,.0247,.0682,.402,.1276,.1286,.1038,.1134,10.3356
.0835,.0516,.0424,.2424,.0422,.0247,.1114,.0247,.0556,.3042,.125,.1594,.2486,.1342,5.736
.1254,.0884,.049,.2246,.0502,.119,.1096,.0247,.0748,.198,.1254,.2876,.2348,.1356,7.9438
.2812,.3028,.048,.204,.0412,3.28,.107,.103,.058,3.004,.1258,.1092,.9188,.124,.3484
.3028,.0948,.0458,.1346,.0478,5.2596,.1032,1.479,.0442,.7078,1.9208,.1216,.7802,.1336,.0894
.1272,.0362,.0486,.1206,.3334,.19,.1012,1.7622,.0412,3.9424,.3664,.2022,.8084,.1358,.0748
.2564,.0826,.0456,.1344,.2732,.173,.1098,.7182,.037,.5478,1.242,.1772,.506,.132,.0888
.3988,.1988,.0474,.215,.0466,.6796,.1342,.1388,.0406,1.2508,.1322,.2116,.1104,.1536,.121
.366,.0384,.0488,.1296,.0512,.513,.1216,.157,.0344,.3416,.1308,1.298,.116,.132,.1556
.3324,.0516,.046,.1966,.0474,.901,.1054,.4366,.0712,.1422,.1448,2.9232,.107,.2588,.0898
.3842,.1322,.0512,.329,.038,.136,.0996,.313,.0988,.2902,.1656,.9112,.9138,.1276,.0438
.372,.0916,.0538,.2894,.867,.1426,.1246,.3386,.0606,.2152,.1444,.73,.3108,.1534,.0434
.4646,.0586,.0526,.3664,.1668,.1496,.1286,.5002,.0494,.2788,.1806,.096,.1116,.2336,.2682
1.273,.1358,.0514,1.7948,.0444,1.033,.1122,.225,.0614,.6498,.1976,1.1146,.4744,.3356,.9136
1.3822,.0484,.0542,1.2234,.0412,.141,.1722,.1976,.0748,.1178,.4216,2.3346,.1216,.7146,.2606
.1814,.0466,.0548,.168,.0408,.155,.204,.1686,.0672,.1096,.0976,.7266,.1276,.8596,1.5044
1.014,.0888,.0482,.1724,.0322,.1614,.2108,1.8256,.1294,.1186,.1348,.1208,.2044,1.0392,1.6966
1.2514,.0602,.0488,.1978,.0398,.151,.3728,.8714,.1018,.1424,.2828,.3418,.257,1.0556,1.4322
1.1262,.0692,.0468,.1346,.0412,.209,.893,.3162,.0792,.1606,.9668,.2094,.4822546170848347,.1322,1.4168
.8736,.0574,.0478,.1458,.042,1.1762,.9458,.4068,.4112,.1682,.2442,.1072,.5073399503193511,.1202,1.6856
.1878,.055,.0542,.1476,.0456,.3234,1.3154,1.022,.5094,.7376,.4972,.0916,.5346518992355906,.1438,1.1564
.1636,.1446,.0436,.2136,.0416,.3798,.902,1.1544,1.0368,1.4458,.1422,.0616,.5641454781608288,.1428,.861
.1904,.1216,.0438,.1592,.297,1.7324,.1134,.2068,.6358,.8104,.1422,.0432,.5957757014223415,.1248,.4512
.1854,.0838,.0528,.1754,2.808,.752,.3824,.2372,1.2236,1.0994,.2088,.0382,.6294975833474046,.1344,.0736
