.1322,.1276,.1012,.037,.2494
.0916,.257,.1098,.0406,.2088
.0586,.122,.1342,.0344,.3428
.1358,.1154,.1216,.0712,.332
.0484,.1116,.1054,.0988,.1926
.0466,.1186,.0996,.0606,.1732
.0888,.1228,.1246,.0494,.1928
.0602,.1462,.1286,.0614,.176
.0692,.1452,.1122,.0748,.1754
.0574,.2006,.1722,.0672,.1934
.055,.1194,.204,.1294,.1994
.1446,.1144,.2108,.1018,.1442
.1216,.6016,.3728,.0792,.2982
.0838,.711,.893,.4112,.334
.6692,.8374,.9458,.5094,.4662
.6014,.9354,1.3154,1.0368,1.965
.1282,1.2382,.902,.6358,.8994
.0204,.8216,.1134,1.2236,.1784
.0448,.178,.3824,.0526,.28
.2242,.1744,.1052,.0642,.8488
.1524,.129,.1198,.049,.2504
.132,.116,.101,.052,.768
.1118,.139,.1194,.0366,.1976
.098,.134,.0996,.0342,.3696
.0508,.121,.0858,.0396,.2214
.0718,.1524,.1208,.0552,.1768
.0598,.1438,.0942,.0972,.3124
.099,.1342,.0818,.1676,.1554
.0926,.1362,.1714,.0872,.2146
.0688,.107,.5018,.1044,.1904
.038,.1788,.0958,.1638,.2958
.049,.0864,.235,.069,.2732
.1274,.1438,.1328,.0866,.3012
.095,.1402,.065,3.813,.2434
.1464,.093,.0808,2.0058,.2386
.1744,.1172,.07,2.4894,.2484
.0566,.1692,.0658,1.0778,.1712
.0772,.1712,.1536,1.122,.187
.0646,.1446,.3316,.315,.1968
.0856,.1294,.0696,.1178,.1822
.0872,.101,.0684,.0626,.2192
.1394,.0966,.1562,.0604,.2312
.2052,.1328,.1938,.0924,.2074
.12,.217,.1016,.2718,.1644
.0808,.3226,.4246,.57,.558
.1592,.165,.4278,.483,.6986
.2564,.1596,.4288,.3574,.6242
.144,.4482,.7274,.48,1.241
.0978,1.0262,1.4344,.45,2.1308
.0428,2.1808,2.1536,.398,2.1636
.0632,2.4562,2.424,.2596,2.5566
.4376,3.2528,3.021,.066,2.5896
.5348,3.5282,2.8814,.051,.9284
.0736,.7948,.1698,.1094,.1998
.055,.3318,.0686,.0898,.197
.2164,.0828,.069,.0784,.165
.104,.0836,.061,.2198,.162
.1282,.0892,.0478,.1014,.158
.0754,.0652,.0762,.8286,.1736
.0662,.0772,.053,3.3714,.1788
.043,.0752,.0668,2.8918,.1954
.074,.0848,.0528,1.3464,.1638
.0766,.0878,.0636,.1398,.1712
.1374,.0608,.056,.0712,.2002
.1802,.086,.1884,.3586,.179
.0472,.0864,.1992,.2522,.1608
.0416,.0858,.0394,.127,.1254
.0614,.1014,.0382,.2743009467476606,.1488
.084,.1142,.1986,.1280620015093684,.2156
.1076,.1144,.0958,.26605666790693994,.154
.14,.11,.042,.3036118692585825,.2286
.112,.0522,.0418,.12222548489063975,.2368
.051,.1,.041,.16709884021967647,.2386
.0632,.0642,.0414,.23912379768282174,.2188
.0714,.0636,.0436,.07173936673045156,.2136
.0454,.0532,.0598,.2788834032469988,.195
.0558,.0556,.152,.32294610243827104,.1552
.0762,.0632,.1778,.4286670728453994,.221
.0802,.0466,.0886,.11154765587836502,.186
.0518,.0458,.0446,.04976095378935333,.1064
.0322,.0632,.3438,.09311434355169532,.207
.0928,.0528,.6856,.20074796926766633,.2056
.2392,.785,.7596,.3271825716698169,.9128
.2264,1.0502,.8496,.333,1.0352
.353,1.4378,1.2122,.456,.2832
.3724,1.599,1.561,.271,.4192
.2814,1.9166,1.9462,.1662,.3556
.373,.6802,.6514,.2224,.3742
.0926,.057,.0354,.0612,.2986
9.4566,.0494,.0672,.0922,.157
4.9104,.0772,.0402,.0614,.2204
.0512,.1206,.0338,.042,.216
.0926,.0988,.032,.0792,.1936
.0558,.1036,.1396,.0954,.2294
.0514,.092,.037,.1008,.2058
.1726,.0786,.0314,.109,.2326
.2024,.0608,.208,.0824,.1394
.1548,.0372,.032,.6552,.1844
.2342,.0984,.0768,.1122,.4772
.1852,.0852,.0572,.0894,.2966
.9622,.1102,.047,.1502,.329
.2698,.09,.0504,.087,.2498
.1278,.1162,.0518,.8266,.2122
