.1322,.0562,.1172,.1276,.0474,.6796,.1012,1.7622,.037,.2494,1.9208,.1128,.7802,.1342
.0916,.0424,.158,.257,.038,.513,.1098,.7182,.0406,.2088,.3664,.111,.8084,.1356
.0586,.049,.3386,.122,.867,.901,.1342,.1388,.0344,.3428,1.242,.1474,.506,.124
.1358,.048,.2424,.1154,.1668,.136,.1216,.157,.0712,.332,.1322,.1286,.1104,.1336
.0484,.0458,.2246,.1116,.0444,.1426,.1054,.4366,.0988,.1926,.1308,.1594,.116,.1358
.0466,.0486,.204,.1186,.0412,.1496,.0996,.313,.0606,.1732,.1448,.2876,.107,.132
.0888,.0456,.1346,.1228,.0408,1.033,.1246,.3386,.0494,.1928,.1656,.1092,.9138,.1536
.0602,.0474,.1206,.1462,.0322,.141,.1286,.5002,.0614,.176,.1444,.1216,.3108,.132
.0692,.0488,.1344,.1452,.0398,.155,.1122,.225,.0748,.1754,.1806,.2022,.1116,.2588
.0574,.046,.215,.2006,.0412,.1614,.1722,.1976,.0672,.1934,.1976,.1772,.4744,.1276
.055,.0512,.1296,.1194,.042,.151,.204,.1686,.1294,.1994,.4216,.2116,.1216,.1534
.1446,.0538,.1966,.1144,.0456,.209,.2108,1.8256,.1018,.1442,.0976,1.298,.1276,.2336
.1216,.0526,.329,.6016,.0416,1.1762,.3728,.8714,.0792,.2982,.1348,2.9232,.2044,.3356
.0838,.0514,.2894,.711,.297,.3234,.893,.3162,.4112,.334,.2828,.9112,.257,.7146
.6692,.0542,.3664,.8374,2.808,.3798,.9458,.4068,.5094,.4662,.9668,.73,.46930981715857967,.8596
.6014,.0548,1.7948,.9354,.2376,1.7324,1.3154,1.022,1.0368,1.965,.2442,.096,.25952514037206753,1.0392
.1282,.0482,1.2234,1.2382,.0478,.752,.902,1.1544,.6358,.8994,.4972,1.1146,1.0578060677246748,1.0556
.0204,.0488,.168,.8216,.048,.1334,.1134,.2068,1.2236,.1784,.1422,2.3346,.7600613214047252,.1322
.0448,.0468,.1724,.178,.0388,1.096,.3824,.2372,.0526,.28,.1422,.7266,.9651507368282972,.1202
.2242,.0478,.1978,.1744,.0418,1.7102,.1052,.1798,.0642,.8488,.2088,.1208,1.2445185134159027,.1438
.1524,.0542,.1346,.129,.0516,.1534,.1198,.1784,.049,.2504,.1464,.3418,.31717967251032575,.1428
.132,.0436,.1458,.116,.0502,.1514,.101,.1908,.052,.768,.1408,.2094,.9798125881673394,.1248
.1118,.0438,.1476,.139,.0516,.139,.1194,.1966,.0366,.1976,.1702,.1072,.52825338449046,.1344
.098,.0528,.2136,.134,.0522,.142,.0996,.1474,.0342,.3696,.1316,.0916,.5203190586501358,.1286
.0508,.3234,.1592,.121,.0586,.149,.0858,.1376,.0396,.2214,.1226,.0616,.7068391159148513,.1206
.0718,.6172,.1754,.1524,.0518,.9658,.1208,.1906,.0552,.1768,.3144,.0432,.8352216813684998,.1232
.0598,.0528,.1466,.1438,.0532,.7352,.0942,.1848,.0972,.3124,.1452,.0382,.9787037010276316,.129
.099,.0492,.1574,.1342,.049,.1406,.0818,.1406,.1676,.1554,.1252,.0408,1.0834054063045977,.1154
.0926,.0566,.1756,.1362,.0536,.1698,.1714,.2266,.0872,.2146,.1066,.0328,.4143172279903291,.1018
.0688,.0554,.1742,.107,.0568,.5356,.5018,.2632,.1044,.1904,.1314,.0804,.8069063165196775,.1128
.038,.0506,.1296,.1788,3.37,.1474,.0958,.2092,.1638,.2958,.2414,.1854,.7862687791669367,.1754
.049,.0502,.135,.0864,1.2294,.135,.235,.1694,.069,.2732,.1922,.044,.3798990422831474,.169
.1274,.0478,.1466,.1438,.049,.144,.1328,.029,.0866,.3012,.1542,.054,.2075,.1644
.095,.0514,.1586,.1402,.4536,.1466,.065,.15707414475096418,3.813,.2434,.1436,.0468,.6098,.1564
.1464,.0774,.1682,.093,.2744,.1604,.0808,.14597150888006766,2.0058,.2386,.1456,.089,2.1792,.1452
.1744,.0502,.1806,.1172,.0504,1.3986,.07,.13433427592310332,2.4894,.2484,.0966,.084,2.1862,.099
.0566,.0534,.1572,.1692,.0488,.1404,.0658,.12707986319715567,1.0778,.1712,.15,.053,1.0802,.2038
.0772,.0486,.219,.1712,.0438,.1432,.1536,.12912568801931018,1.122,.187,.1548,.075,2.571,.1024
.0646,.0474,.1744,.1446,.0424,.7688,.3316,.14538916770665117,.315,.1968,.1976,.0988,2.4068,.1554
.0856,.0528,.198,.1294,.0446,.1408,.0696,.18078771957626477,.1178,.1822,.0996,.0736,4.0648,.1198
.0872,.045,.2022,.101,.0444,.1438,.0684,.24023876094523539,.0626,.2192,.1196,.0828,.454,.1048
.1394,.037,.1834,.0966,.2456,.1432,.1562,.144,.0604,.2312,.1324,.241,.1614,.1008
.2052,.1318,.1644,.1328,.2466,.6208,.1938,.1534,.0924,.2074,.1342,.2378,.1802,.2322
.12,.0406,.1578,.217,.0258,.3826,.1016,.3766,.2718,.1644,.456,.3366,.844355528478141,.203
.0808,.4376,.1196,.3226,.0158,.584,.4246,1.0352,.57,.558,.4818,.4322,.7348,.384
.1592,.8538,.616,.165,.7294,.692,.4278,.6834,.483,.6986,.2918,.5102,.6648,.4334
.2564,.4332,.6146,.1596,.3024,.6142,.4288,.6108,.3574,.6242,.4986,.5586,1.0498,.4406
.144,4.1736,.883,.4482,.8052,.9166,.7274,1.2806,.48,1.241,2.4222,3.4248,3.4076,.673
.0978,2.5418,1.9988,1.0262,4.481,1.937,1.4344,2.2476,.45,2.1308,1.527,4.7116,2.0636,.5066
.0428,1.7884,1.997,2.1808,5.3792,2.195,2.1536,2.2854,.398,2.1636,2.1272,2.449,2.169,.32
.0632,2.6554,2.1832,2.4562,3.2698,2.3794,2.424,2.2932,.2596,2.5566,2.4418,2.723,2.5358,.3278
.4376,2.657,2.65,3.2528,2.6094,2.4952,3.021,2.512,.066,2.5896,2.9552,2.9036,2.8222,.3744
.5348,1.8686,.4016,3.5282,2.4546,1.073,2.8814,.4156,.051,.9284,2.5548,.9536,2.8512,3.0798
.0736,.1102,.1728,.7948,.8274,.442,.1698,.176,.1094,.1998,.0754,.9988,3.1618,.1604
.055,.054,.1668,.3318,.8924,.9976,.0686,.1714,.0898,.197,.0854,.3466,4.2574,.0804
.2164,.0552,.1442,.0828,.8188,.1292,.069,.2242,.0784,.165,.0738,.0772,4.0742,.0836
.104,.059,.1402,.0836,.8734,.1226,.061,.6094,.2198,.162,.0644,.0648,3.896,.0732
.1282,.0586,.1672,.0892,.7778,.1124,.0478,1.2106,.1014,.158,.0826,.07,3.556,.0816
.0754,.06,.2028,.0652,.7186,.115,.0762,.2282,.8286,.1736,.0898,.0898,3.758,.0768
.0662,.0632,.1584,.0772,.6748,1.2842,.053,.1766,3.3714,.1788,.2234,.0646,6.7102,.073
.043,.087,.1212,.0752,.768,.1048,.0668,.2046,2.8918,.1954,.052,.0448,3.6936,.0612
.074,.0712,.1498,.0848,.5618,.1062,.0528,.2246,1.3464,.1638,.05,.0428,1.829,.0586
.0766,.074,.1424,.0878,.4118,.1166,.0636,.2178,.1398,.1712,.087,.0482,.3348,.0754
.1374,.065,.1572,.0608,.481,.705,.056,.2232,.0712,.2002,.1054,.0464,.1606,.0888
.1802,4.1508,.149,.086,.236,.1664,.1884,.1934,.3586,.179,.1058,.0548,.1586,.0904
.0472,6.787,.1948,.0864,.1984,.132,.1992,.1976,.2522,.1608,.0672,.1024,.2234,.0682
.0416,.0544,.1854,.0858,.2004,.1298,.0394,.3134,.127,.1254,.0732,.0554,.3338,.1444
.0614,.0546,.1536,.1014,.0396,.1202,.0382,1.196,.2743009467476606,.1488,.068,.1566,.4956,.0644
.084,.0564,.1232,.1142,.0406,.128,.1986,.23,.1280620015093684,.2156,.0496,.2144,.236,.0634
.1076,.0578,.1538,.1144,.0518,.8766,.0958,.225,.26605666790693994,.154,.0814,.0928,.345,.1104
.14,.053,.1282,.11,.05,.1374,.042,.2236,.3036118692585825,.2286,.073,.047,.7514,.0582
.112,.05,.112,.0522,.047,.132,.0418,.247,.12222548489063975,.2368,.347,.0542,1.109,.0528
.051,.0532,.1172,.1,.0442,.1284,.041,.2028,.16709884021967647,.2386,.0974,.0454,.6532,.077
.0632,.0512,.1388,.0642,.0464,.1228,.0414,.1418,.23912379768282174,.2188,.0386,.0458,.519,.0566
.0714,.0536,.1248,.0636,.0476,.9342,.0436,.259,.07173936673045156,.2136,.0444,.044,.7528,.053
.0454,.0522,.1438,.0532,.038,1.8122,.0598,.1488,.2788834032469988,.195,.0444,.23,2.5022,.0524
.0558,.0528,.12,.0556,.0298,.1316,.152,1.0104,.32294610243827104,.1552,.0432,.3032,2.032,.054
.0762,.0556,.127,.0632,.0244,.1302,.1778,.2336,.4286670728453994,.221,.0458,.0702,1.1144,.1106
.0802,.0718,.152,.0466,.0408,.1342,.0886,.1198,.11154765587836502,.186,.0572,.0572,.952,.0568
.0518,.746,.13,.0458,.0528,.1284,.0446,.8152,.04976095378935333,.1064,.0506,.3008,2.058,.0606
.0322,.2382,.1686,.0632,.0332,.1378,.3438,.7386,.09311434355169532,.207,.0698,1.2542,.3468,.0736
.0928,.0532,.465,.0528,.027,.6202,.6856,.2892,.20074796926766633,.2056,.0412,1.0778,.8664,.0442
.2392,.0506,.8828,.785,.0232,1.012,.7596,.9638,.3271825716698169,.9128,.0888,.7346,.2268,.4464
.2264,.048,1.163,1.0502,.4554,1.3356,.8496,1.4298,.333,1.0352,.0444,.8016,.2548,.834
.353,.0524,.4352,1.4378,2.4984,1.4144,1.2122,.2666,.456,.2832,1.009,1.3454,.2568,.0602
.3724,.052,.1918,1.599,2.3584,1.5984,1.561,.2734,.271,.4192,1.6578,.3746,.2856,.0448
.2814,.054,.1396,1.9166,.7362,1.3124,1.9462,.1272,.1662,.3556,4.4662,.0442,.303,.0406
.373,.055,.4328,.6802,.531,.128,.6514,.3742,.2224,.3742,.717,.1374,.3306,.1326
.0926,.0482,.1442,.057,.1772,.8164,.0354,.1178,.0612,.2986,.0444,.5414,.2228,.158
9.4566,.06,.1412,.0494,.0616,.1004,.0672,.2166,.0922,.157,.1016,.1454,.3954,.2244
4.9104,.0562,.105,.0772,.0504,.1124,.0402,.2154,.0614,.2204,.0466,.0424,1.917,.1458
.0512,.044,.103,.1206,.1046,.1118,.0338,1.5214,.042,.216,.0458,.0392,1.3718,.0408
.0926,.056,.1398,.0988,.2886,.1112,.032,.7696,.0792,.1936,.0528,.0392,.1878,.052
.0558,.0546,.1956,.1036,.047,.1142,.1396,.2184,.0954,.2294,.0306,.1334,.2188,.0766
.0514,.0534,.1508,.092,.044,.6398,.037,.2542,.1008,.2058,.1178,.1538,.5692,.0408
.1726,.0488,.1746,.0786,.0442,.5114,.0314,.1082,.109,.2326,.041,.0638,.1664,.0408
.2024,.0524,.1744,.0608,.0448,.1234,.208,.1044,.0824,.1394,.1342,.0346,.248,.0334
.1548,.0502,.137,.0372,.0452,.1178,.032,.1052,.6552,.1844,.1372,.0326,.1792,.028
.2342,.0486,.122,.0984,.0514,.1178,.0768,.0972,.1122,.4772,.0552,.03,.1586,.0392
.1852,.0576,.1424,.0852,.213,.1234,.0572,.1082,.0894,.2966,.1514,.047,.3734,.0998
.9622,.0532,.1582,.1102,.0496,.1246,.047,.131,.1502,.329,.0534,.072,.2364,.0342
.2698,.0366,.1578,.09,.0454,.1244,.0504,.103,.087,.2498,.034,.0518,.1768,.0392
.1278,.039,.1508,.1162,.0476,.4152,.0518,.101,.8266,.2122,.0414,.0897,.6356,.0544
