63,30,38,23,23,26,57,40,62,122,45,23,40,69
51,33,28,25,22,29,53,53,62,164,32,52,60,74
46,33,20,33,29,20,37,64,57,164,39,36,65,69
63,34,25,30,31,30,45,47,51,94,46,22,63,62
70,52,21,19,56,37,62,51,60,151,34,20,62,66
52,35,22,35,43,27,59,74,80,73,43,21,63,71
71,34,23,22,17,66,55,53,70,179,46,20,72,77
33,53,29,15,17,27,40,38,112,154,61,14,63,55
97,36,19,37,24,25,55,39,44,112,43,17,63,57
103,44,29,35.21101656537034,27,48,52,61,71,107,40,21,60,58
66,21,24,71,42,68,48,47,97,108,60,23,60,69
71,29,36,46,33,47,51,50,50,57,33,41,59,73
83,31,32,26,49,31,43,65,45,60,48,23,63,45
77,35,25,14,68,23,37,71,66,86,82,17,56,86
110,41,23,15,36,19,30,54,52,96,61,71.52182187267785,76,38
88,51,22,15,30,30,51,65,47,146,50,85.03868528338916,69,29
65,32,24,20,34,42,59,61,137,128,73,94.78727696044938,64,44
84,33,18,24,43,31,41,75,88,67,46,214,85,78
57,34,20,15.435494628908037,46,37,45,32,79,104,37,94.80540640568063,62,61
34,53,27,19,14,16,74,74,67,87,42,85.10638264365893,63,56
46,85,22,18,37,14,32,73,49,82,84,54,51,50
80,36,26,9,54,45,49,66,85,102,26,44,48,61
58,23,23,21,37,30,41,83,90,94,29,19,68,63
42,54,25,14,43,36,37,77,60,75,57,21,56,71
47,44,24,12,27,30,69,67,126,116,81,33,54,82
48,56,23,11,35,19,63,83,60,156,51,49,66,74
49,30,23,11,45,16,41,105,57,154,88,21,73,59
54,25,35,6,23,34,32,74,37,130,87,74,61,31
30,40,40,10,46,25,51,77,81,70,78,25,54,59.84160562996708
51,30,17,20,40,30,55,36,66,117,139,30,75,81
58,34,45,7,30,25,68,47,57,117,35,50,79,52
73,39,31,19,55,34,29,64,52,102,113,34,56,50
38,48,32,26,47,53,54,84,45,147,56,17,55,45
43,32,30,23,59,26,70,55,38,115,57,14,54,60
39,35,59,33,44,17,48,47,32,91,72,15,52,37
49,35,53,16,59,15,79,70,42,128,89,42,63,81
66,32,56,14,29,23,73,101,55,91,66,26,81,71
59,32,54,12,34,20,65,53,61,89,35,21,68,56
60,22,49,13,29,15,65,60,54,123,92,9,61,54
55,31,48,19,21,27,81,72,66,71,61,24,52,63
60,34,57,16,38,20,70,52,52,61,44,24,46,67
61,26,56,17,60,16,74,41,49,188,109,31,56,63
73,51,58,17,53,51,81,72,93,219,149,19,92,77
77,30,60,10,46,15,61,82,102,159,137,20,68,80
79,47,54,14,57,21,56,56,36,147,90,243,52,71
104,38,51,24,52,18,58,51,50,74,66,143,58,34
68,43,43,21,54,11,44,40,60,73,75,41,64,32
64,42,48,16,69,13,46,61,61,111,94,105.82882235798924,66,27
66,34,44,11,62,15,79,44,90,137,70,99.8795324411362,48,57
49,30,37,16,61,13,69,45,62,125,60,90.34600178408645,50,48
45,15,30,18,58,15,88,38,110,117,73,78.8893807592464,69,31
66,31,68,16,58,31,61,70,139,175,57,67.17081973902306,58,26
237,36,88,11,60,30,70,72,52,105,85,39,51,57
132,36,45,16,53,29,65,38,69,188,63,44,42,85
149,32,51,15,54,12,50,35,44,62,52,42,36,87
141.81519081687603,15,45,10,51,34,42,43,53,62,66,49,43,85
138.97894614447256,14,39,16,54,20,61,41,58,77,56,55,41,89
132.57256915465223,28,17,12,54,26,58,36,51,80,67,60,31,63
123.47891650088829,22,15,12,57,37,98,48,38,61,78,66,47,82
112.58084483665438,29,12,17,52,29,29,61,45,132,45,60,28,77
100.76121081542432,42,16,26,51,17,33,31,46,100,43,59,51,90
88.90287109067117,23,16,14,55,25,26,32,32,83,49,62,46,74
77.8886823158687,32,25,11,79,30,67,50,45,66,47,70,51,90
68.60150114449068,27,45,19,52,21,55,37,64,60,50,63,44,81
85,40,19,37,66,21,47,50,91,102,57,57,48,60
49,35,20,25,58,21,59,70,104,227,98,52,50,64
50,33,16,13,51,15,55,39,77,79,95,62,53,76
34,24,15,15,45,30,55,45,62,105,56,57,59,64
44,29,15,11,55,37,56,32,56,76,51,64,56,59
48,32,13,17,50,22,61,54,70,85,42,59,58,67
52,23,16,13,36,45,58,35,29,48,69,58,57,65
45,24,15,15,42,34,51,32,38,77,55,55,60,87
42,36,24,14,44,13,56,107,68,66,107,59,49,69.11858183597926
63,33,13,26,55,34,56,39,70,73,52,53,56,70.16796670632084
45,43,19,13,46,25,54,66,68,67,105,55,63,68
44,33,17,16,58,16,27,83,59,50,61,55,61,70
56,23,35,13,41,16,52,47,39,69,61,41,44,60
51,47,23,11,40,27,48,46,58,119,88,60,53,90
50,34,22,14,37,20,50,29,61,108,45,60,54,63
43,29,22,16,46,20,39,49,53,133,61,61,37,70
41,27,20,12,44,27,66,52,42,74,41,58,70,105
56,38,16,16,44,24,72,35,53,54,40,59,65,79.96180357834386
47,15,17,25,33,15,53,59,60,94,64,54,68,81.3970845409016
58,19,10,10,51,25,44,54,68,93,65,66,57,71
56,19,25,17,58,17,56,85,37,111,95,56,51,88
47,26,20,10,57,20,69,51,62,122,88,27,47,67
46,33,15,11,46,38,72,87,36,138,81,26,64,79
51,22,17,11,52,25,54,79,89,108,61,41,50,91
47,46,14,20,55,14,54,39,68,127,92,31,63,75
65,41,20,12,42,17,48,35,50,88,82,51,48,60
48,29,10,14,50,16,67,35,48,79,32,34,34,65
52,42,19,12,54,42,72,42,51,82,62,54,41,56
36,43,21,13,50,21,56,53,65,73,63,36,53,60
48,41,23,12,47,19,66,49,48,129,50,32,50,51
63,34,18,14,50,18,60,50,58,73,85,30,53,76
45,38,18,14,53,23,66,55,70,81,76,28,54,66
65,20,24,17,65,36,67,61,38,50,50,27,70,55
58,41,27,17,71,24,65,60,40,96,74,41,64,58
64,26,20,14,54,25,54,45,51,71,82,53,73,59
90,49,16,16,73,22,59,59,32,54,34,24,53,58
64,60,21,17,50,29,45,60,70,59,51,49,50,65
58,40,23,20,56,29,56,55,41,54,43,69,36,51
36,39,22,13,72,27,80,53,63,54,53,33,39,54
