170.4,140.1,108.1,532.3,922.4,206.1,168.1,78.9,87.2,701,441.3,701.5,460,120.2,229.1,575.8,270.9,208.8
165.5,126.3,111.4,490.2,926.1,218.1,168.1,86.3,79,736.5,477.4,739.9,483.2,128,226,579.1,305.8,213.4
153.7,112.4,109.2,470.5,861.7,286.1,155.6,82.4,84,690.7,495.6,720.1,485.9,129.4,238.6,572.7,322.2,202.3
148.8,109.8,104.3,463.9,782.7,254.7,143.4,83.4,115.3,672.1,494.8,707,491.2,130.6,236.9,565.2,319.4,194.3
150.1,117,104.5,449.2,739.1,209.7,143.2,86.3,141.6,649.1,496.4,707.6,503.9,138.6,220.8,564.8,322.3,173.2
154.1,106.7,91.8,442.3,712.6,175.3,130.9,87.5,163.4,648.6,521.5,674,496.2,131.4,234.4,559.6,328.6,150.3
160.8,117.9,90,429.8,748.3,157.6,122.5,90.6,168.2,677.8,545.8,659.2,481.5,124.5,232.1,557,325.7,127.7
160.1,110.4,75.6,444.8,761.1,145.8,120.5,81.3,161.2,710.3,517.2,643.5,468.1,118.4,214.3,565.2,323.8,114.6
162.4,120.4,86.4,456.2,751,158.4,111.5,79.4,146.2,682.1,521.6,625.7,438.3,113.7,214.1,596.9,317.1,111.3
164,105.2,84.7,444.4,762.8,175.4,123.9,80.1,147.4,678.3,524.9,602.6,395.2,111.4,218.9,615.3,314.2,105.5
171.2,110.5,85,442.6,785.6,166.9,116.7,86.1,149.1,667.7,513.6,592.9,363.9,111.2,215.3,613.9,314.5,103.5
161.7,106.6,79.4,436.8,852,157.8,108.2,82.4,144,664.6,478.3,557.9,359.6,122,211.7,608,317.8,102.9
155.9,108.2,81.9,465.8,934.4,145.5,111,80.9,118,726.9,462.5,535.9,372.1,125.6,209.8,585.5,319.4,104.6
154.2,107.2,91.7,479.3,974.3,140.1,107.9,85.3,70.6,744.2,438.8,497.8,396.8,117,212.1,557.5,302.9,109
172.1,104.6,91.8,482.3,967.1,156.5,111.7,75.3,58.5,761,430.9,489.9,398.2,109.2,207.6,555.1,278.4,106.3
162.1,111.1,102.6,462.2,951.2,186.3,113,72.6,56.1,736.9,381.1,465.5,388.6,103.9,209.1,560.4,272.6,104.4
147.1,110.8,100.4,508.5,1005.4,196.3,120.9,67.4,58.8,734.5,337.9,427.9,401.3,110.6,211.1,561.7,275.4,106.7
