86.57,95.313333333,53.504,15.462,94.405,28.87,13.176666667,63.303333333,47.815,78.968,19.23,28.814,34.372,37.762,138.81,120.975,172.5,121.95
85.416,56.86,2.744,17.556,80.445,10.5,11.672,57.3175,47.815,87.22,16.394,35.792,36.88,56.132,131.75,121.78333333,158.72,124.52
111.66,91.434,6.03266666666667,14.054,72.12,18.8,11.682,72.998,47.815,43.084,18.574,57.536,27.058,48.705,116.7675,143.04,153.8,133.3
102.2,80.075,9.32133333333333,16.504,106.27666667,35.238,16.786666667,69.268,33.652,32.106,12.666,58.428,31.47,26.734,101.785,117.105,150.82,123.1
88.752,83.936,12.61,12.6125,117.7375,29.368,10.13825,52.482,28.038,31.845,17.228,27.278,24.83,28.22,103.86,115.92,172.86,118.16666667
54.418,89.918,31.41575,11.08,73.89,26.465,11.182,55.296,27.182,69.735,12.506,30.002,22.556,23.532,129,111.12,165.96,106.825
74.916,81.4,50.2215,19.254,96.21,33.9875,11.164,39.774,27.29,60.084,15.992,21.178,25.374,23.896,56.384,112.942,128.52,115.14
48.408,71.682,31.296666667,9.5202,45.484,26.348,13.622,59.728,34.822,49.188,15.642,28.898,22.308,32.182,67.71,92.844,119.84,115.218
55.99,77.95,30.7225,8.864,36.676,25.72,12.526,46.864,24.744,50.864,10.4694,23.992,23.044,21.844,88.176,82.4,133.98,113.946
53.848,53.346,45.942,8.7654,69.336,35.6475,21.0872,52.514,27.714,56.808,9.9252,17.068,21.408,19.14,117.39333333,80.65,111.18,109.2
45.535,52.414,16.362,10.539,34.62,31.936,13.13,44.358,22.646,60.716,11.2818,15.97,20.706,21.702,66.935,66.778,116.734,98.08
49.328,75.635,10.6888,10.388,39.34,25.642,11.22525,29.676,26.386,58.764,11.716,18.936,24.29,20.136,53.862,76.984,100.424,101.604
66.701666667,56.844,9.781,17.554,60.0183333335,22.286,13.950125,31.066,22.208,53.662,15.064,17.222,20.196,18.136,50.798,67.888,108.144,99.064
83.81,69.265,9.9426666667,10.8074,80.696666667,22.991333333,16.675,33.468,20.042,35.176,13.782,19.666,23.406,20.308,72.202,58.196,129.26,107.82
63.594,42.626,10.2728,10.0196,85.71,29.708,8.8368,40.5,24.636,45.596,21.422,14.198,19.064,18.732,44.422,49.94,135.12,102.67
42.318333333,35.764,9.6502,13.9775,67.09,33.434,10.1018,32.014,32.194,43.298,24.814,15.25,20.252,15.22,52.033333333,63.585,112.4,180.88
50.076666667,33.456,63.498,11.83,63.8183333335,21.7875,9.7202,38.276,18.596,36.934,12.242,15.462,17.878,16.906,62.588,64.295,104.49,160.1
46.928,33.448,20.598,19.286,60.546666667,30.728,9.5706,26.914,38.146,41.612,11.692,21.43,20.504,17.274,47.468,43.443333333,119.72,165.42
48.335,27.822,58.4,14.3065,56.8645833335,20.803333333,9.5116,27.176,71.268,30.496,11.542,15.59,24.23,22.738,43.748,32.99,68.674,159.52
44.8925,30.316,24.224,23.125,53.1825,14.43,14.006,32.952,55.724,30.708,10.779,17.764,21.134,18.876,57.624,37.605,120.1,155.72
34.316,28.896,45.5225,17.62,28.3925,23.9942,8.9652,25.384,29.058,35.984,17.306,14.656,21.704,20.56,65.578,32.686666667,111.54,149.42
35.693333333,27.244,11.894,20.929,26.944,18.552,9.4634,34.555,22.966,34.598,18.7444,28.79,19.476,20.138,72.816,30.196,102.66,151.56
31.5025,28.158,10.254,24.238,28.824,18.248,9.3406,32.83,23.912,31.65,15.824,15.784,23.002,30.99,69.2025,43.322,104.538,115.15
51.36,28.074,10.7455,27.547,45.714,17.614,9.4642,24.516,23.266,29.278,15.816,14.716,17.744,26.81,87.267916665,56.8325,138.22,133
84.75,25.954,11.41275,30.856,47.572,19.71,15.631,24.508,20.376,27.636,12.81,17.188,18.398,13.552,105.33333333,78.986,116.35,155.2
18.77,22.726,12.08,34.165,27.148,23.145,37.734,31.598,19.97,24.098,11.998,14.16,18.984,13.882,66.11,49.178,126.4,149.76
18.225,21.97,9.5755,71.965,22.732,17.372,43.488,35.452,19.034,20.092,12.186,15.968,21.5,13.28,62.602,54.282,133.52,138.38
69.77,21.48,10.027,13.68,22.892,16.992,11.302,29.912,18.592,20.362,11.954,13.742,19.436,17.732,81.3275,42.474,135.96,114.802
