531.41666667,366.02,589.18,487.15,644.115,38.706666667,104.482,81.828,268.02,71.78,121.96,145.04,173.2,244.32,132.582,62.468,108.62,89.804
602.775,356.22,397.64,409.625,404.23,82.263333333,134.86,71.028,164.16,64.3,131.08,173.9,143.4,156.86,306.48,73.3175,127.288,93.208
454.46,394.8,756.325,287,529.825,116.736,100.968,77.508,86.932,82.944,125.44,201.62,143.18,316.97,272.14,69.196666667,156.42,118.3
499.36666667,373.9,434.54,369.68,475.56,30.138,94.066,76.698333333,67.722,69.526,172.298,213.82,132.26,164.04,341.04,70.068,165.22,94.212
1225.875,398.14,432.24,452.36,465.08,29.57,103.092,84.015,84.488,61.41,121.94,90.478,147.82,264.8,307.25,82.292,183.78,154.18
552.5,387.48,423.85,535.04,464.08,36.476,112.746,134.526,111.584,69.002,124.556,80.028,130.74,244.06,235.935,113.245,157.2,181.86
40.26,361.12,636.05,617.72,487.18,149.1825,177.762,94.842,76.126,94.286,116.38,108.216,128.58,98.648,164.62,110.88,197.72,120.72
796,438.66,848.25,700.4,491.12,64.3575,364.64,68.97,78.664,96.61,135.14,71.67,148.12,99.634,342.1,58.588,178.6,119.1
673.6,391.76,505.275,1144.6,433.24,29.098,319.022,66.438,77.104,102.132,117.58,98.944,175.7,97.472,277.78,80.11,152.3,160.78
432.8,369.62,520.38,411.675,427.58,27.364,80.672,93.742,73.858,101.286,130.92,73.96,126.64,160.72,358.825,72.876,142.76,187.74
1042,424.96,491.58,623.6375,446.42,61.155,69.32,87.682,71.768,94.688,282.44,130.38,109.53,126.722,286.8125,64.078,216.45,107.508
592.55,391.48,682.34,835.6,424.54,42.238,73.988,88.838,64.968,125.762,100.186,128.68,167.5,92.046,214.8,53.518333333,251.35,111.48
143.1,391.56,463.72,890.28,451.36,65.55,177.22,77.338,71.072,102.82,100.012,152.85,109.698,117.4,243.658,100.394,286.25,107.946
1169.5,427.38,493.32,944.96,368.96,53.59,148.648,69.598,162.116,93.584,110.44,281.53,132.52,124.822,292.475,85.445,321.15,122.114
796.25,410.22,418,999.64,418.84,156.518,99.894,72.464,71.522,263.08,237.06,92.634,132.86,164.42,226.16666667,84.411666667,337.775,150.76
514.26,448.52,450.6,680.1,444.44,28.96,94.472,75.678333333,84.6,413.4,102.97,116.332,147.2,192.34,238.53333333,70.8375,130.26,98.042
509.22,458.4,477.54,473,501.16,42.234,98.904,81.03,74.494,251.56,115.3,70.928,122.06,145.276,58.976,49.344,115.5,88.552
478.94,477.26,494.26,445.5,449.3,22.738,116.285,74.046,75.262,114.296,134.6,439.35,93.256,111.48,248.35,74.082,131.58,80.606
477.02,410.84,15.45,532.18,433.66,140.192,142.075,79.898,103.95,72.05,149.92,90.6925,145.24,140.316,201.96666667,45.836666667,140.32,196.74
465.06,413.25,539.2,695.2,454.78,31.286,111.218,84.144,132.168,97.796,242.48,161.188,124.94,140.18,201.56666667,46.5525,144.1,119.85
450.22,564.7125,498.025,1024.75,441.62,25.404,87.364,82.076,649.54,89.004,189.276,233.4,105.214,101.892,300.58,106.362,110.79,88.666
487.64,716.175,495.58,470.95,421.52,120.636,80.992,78.894,749.54,111.482,124.212,144.08,100.26,106.074,223.36666667,49.294,122.48,100.32
473.84,533.8875,513.8,973.3,432.44,139.416,65.874,78.91,203.728,90.088,132.82,337.8,123.474,129.472,164.2,75.071666667,118.862,63.37
530.7,351.6,483.56,776.15,451.66,27.186,68.168,85.6,306.695,93.238,175.152,350.506,136.24,188.54,228.1,46.15,141.78,52.392
507.34,338.975,487.84,802.4,462.72,56.05,75.844,84.581666667,283.362,91.168,170.18,110.73,105.718,181.72,234.36,66.361666667,110.002,60.428
408.26,384.05,517.12,848.3,552.68333333,142.762,84.594,73.2075,102.276,96.382,147.844,97.154,160.76,178.26,143.142,104.276,74.702,43.778
386.94,504.25,528.94,736.4,593.8,92.348,88.684,70.174,389.65,90.93,105.604,154.282,114.32,165.22,249.626,87.122,81.51,36.148
403.24,624.45,460.28,869.9,779.05,21.318,71.066,111.58666667,163.4,89.704,136.38,176.64,108.728,167.064,398.43333333,123.578,136.58,33.52
455.74,486.6,456.6,503.95,964.3,133.176,69.628,154.625,155.86,93.544,135.2,132.14,122.714,112.638,137.7,51.128,104.866,25.119666667
479.76,385.78,509.3,333.02,707.45,38.046,67.456,114.692,135.66,96.578,135.24,134.48,147.54,166.84,647.1,79.585,105.66,46.033333333
527.26,428.24,478.62,429.76,814.73333333,64.04,79.362,93.776,119.1,132.168,100.998,139.708,112.564,123.96,468.8,138.76,126.14,25.38
459.98,371.24,716.64,487.825,672.5,23.468,77.504,74.83,163.74,109.636,126.46,163.974,109.536,120.26,291.4,97.18,91.608,58.64
573.46666667,557.56666667,435.2,666.275,830.1,59.72,64.222,90.906,296.898,140.56,136.72,191.96,126.54,115.58,244.8,44.158333333,280.674,85.264
722.875,408.56666667,436.46,430.7,987.7,63.922,64.071666667,100.83,73.662,124.84,156.86,205.96,136.26,126.66,249.1,114.91,581.1,121.984
519.22,722.6,557.26,594.66,1145.3,112.852,81.7625,94.46,92.616,99.856,119.14,109.02,119.816,263.8,380.325,101.45333333,629.15,69.57
407.82,478.3,773.98,477.23333333,1242,25.862,105.816,96.265,119.244,122.25,154.18,129.84,87.28,291.18,283.38,60.715,677.2,44.574
426.98,602.625,686.46,621.58,454,21.662,100.18666667,122.735,43.546,102.042,184.956,126.19,109.958,143.852,215.2,60.146,172.184,64.47
379,439.775,396.14,327.27666667,628.7,81.164,71.1525,84.694,58.512,95.864,220.88,169.68,113.31,138.14,177.45,138.944,180.22,50.048
344.68,497.12,503.1,474.1,606.3,84.746,86.822,90.574,94.37,113.446,114.478,159.32,115.04,146.28,218.1,83.19,159.88,41.57
445.38,546.62,379.9,543.55,649.23333333,21.364,95.246,90.19,162.056,195.268,83.942,167.28,116.16,236.68,204.1,135.78,228.64,39.492
441.66,461.82,409.26,778.275,605,90.19,83.892,100.258,199.02,126.26666667,106.114,184.618,188.5,134.34,123.7,156.57,194.48,30.122
407.9,543.5,438.44,1013,1010.4,25.076,86.378,117.114,210.7,135.225,156.572,110.612,172.82,187.88,172.06,139.78,80.124,20.2
317.52,603,453.3,840.1,867,141.0775,95.772,81.896,190.54,182.16,90.098,117.49,144.56,210.76,240.9,66.0775,65.946,24.52
301.75,534.14,417.24,765.4,483,55.108,83.398,88.322,113.112,133.52,107.34,111.086,202.3,243.88,212.16,47.726,73.87,15.8685
285.1,488.56,440.38,743.7,790.525,20.082,79.22,73.178,64.298,126.16,113.08,148.654,123.88,146.7,311.4,42.341666667,66.982,7.217
364,517.1,422.56,714.4,389.05,43.372,100.086,70.79,107.978,137.98,123.48,133.9,174.26,145.074,211.925,42.225,73.864,24.02
327.44,475.88,430.66,777.15,737.08,25.694,102.358,76.502,158.68,126.58,328.58,166.04,164.7,92.644,216.42,96.738333333,96.466,22.526666667
404.74,510,457.36,618.65,834.45,23.954,127.72,80.248,176.28,132.362,260.458,150.08,133.934,124.712,265.76,45.478,106.602,7.613
404.9,385.78,434.24,603.96666667,963.6,25.722,96.236,84.656,193.368,115.562,395.028,92.808,99.614,152.714,139.03,167.292,83.368,5.734
440.625,486.4,459.7,628.4,642.3,68.274,79.246,83.412,71.404,110.98,241.288,131.58,126.542,245.498,147.702,48.12,73.702,5.734
